pair_id,skill,old_description,new_description,has_gt_anchor,gt_anchor_name,gt_anchor_canonical,gt_anchor_score
9,Lean,Lacks experience applying Lean methodologies to eliminate administrative waste and improve efficiency in HR operational processes.,"Capability to apply Lean in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Data Representation.",True,Data Representation,Data Representation,1.0
306,MISA accounting software,"Lacks proficiency in using MISA software to record transactions, manage invoices, and generate financial reports for general accounting duties.","Capability to apply MISA accounting software in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Social Responsibility and Professional Ethics.",True,Social Responsibility and Professional Ethics,Social responsibility and professional ethics,1.0
12,Docker,Needs proficiency in using Docker to package and deploy data engineering applications consistently across AWS cloud environments.,"Capability to apply Docker in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
12,containerization,Missing experience with containerization strategies to ensure portability and scalability of Python-based ETL workflows and Spark jobs.,"Capability to apply containerization in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
12,ECS/EKS,Lacks skills in orchestrating containerized applications using AWS ECS or EKS for scalable and managed data processing tasks.,"Capability to apply ECS and EKS in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
17,PowerPoint,Need skills in PowerPoint to present management accounting reports and financial summaries to the Board of Directors.,"Capability to apply PowerPoint in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Accounting Software Proficiency.",True,Accounting Software Proficiency,Accounting Software Proficiency,1.0
17,accounting software (Fast),"Requires proficiency in Fast accounting software for processing business transactions, closing entries, and generating accurate financial reports.","Capability to apply accounting software (Fast) in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analytical Techniques Application.",True,Analytical Techniques Application,Analytical Techniques Application,1.0
311,Air & sea logistics solutions,Requires the ability to develop professional air and sea freight logistics solutions tailored for cross-border e-commerce clients.,"Capability to apply Air & sea logistics solutions in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Evaluate contract performance levels.",True,Evaluate contract performance levels,Evaluate contract performance levels,1.0
311,E-commerce platform client insights,Needs understanding of e-commerce marketplace operations and seller needs to effectively drive business development in Vietnam.,"Capability to apply E-commerce platform client insights in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Evaluate contract performance levels.",True,Evaluate contract performance levels,Evaluate contract performance levels,1.0
311,Contract signing administration,Lacks experience in managing the end-to-end contract execution process and administrative formalities for logistics service agreements.,"Capability to apply Contract signing administration in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Negotiation skills for contracts.",True,Negotiation skills for contracts,Negotiation skills for contracts,1.0
7,Docker,Lacks experience with containerization for deploying security services and managing environment configurations within the cybersecurity product ecosystem.,"Capability to apply Docker in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Basic Network Device Functionality.",True,Basic Network Device Functionality,Basic Network Device Functionality,1.0
7,"Networking (TCP/IP Routing, Switching)",Missing foundational knowledge of network protocols and infrastructure necessary for implementing and troubleshooting security solutions at client sites.,"Capability to apply Networking (TCP/IP Routing, Switching) in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Basic Network Device Functionality.",True,Basic Network Device Functionality,Basic Network Device Functionality,1.0
7,vCenter,Lacks competency in managing VMware environments to facilitate lab setup and resource management for security product deployments.,"Capability to apply vCenter in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Basic Network Device Functionality.",True,Basic Network Device Functionality,Basic Network Device Functionality,1.0
7,Virtualization Systems Management (Full stack),Requires comprehensive expertise in virtualization platforms to manage deployment resources and maintain synchronization of cybersecurity product versions.,"Capability to apply Virtualization Systems Management (Full stack) in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Basic Network Device Functionality.",True,Basic Network Device Functionality,Basic Network Device Functionality,1.0
315,B2B and B2C Pharmaceutical Sales,Needs proficiency in managing dual sales cycles for healthcare providers and modern retail distribution channels to meet business goals.,"Capability to apply B2B and B2C Pharmaceutical Sales in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Understanding basic communication skills.",True,Understanding basic communication skills,Understanding basic communication skills,1.0
315,Sales Strategy Planning,Requires the ability to design actionable sales plans and promotional programs to effectively achieve allocated revenue targets.,"Capability to apply Sales Strategy Planning in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Understanding basic communication skills.",True,Understanding basic communication skills,Understanding basic communication skills,1.0
315,Knowledge of Pharmacy Channel,Lacks deep understanding of drug store operations and clinical consulting requirements necessary for the professional Pharma channel.,"Capability to apply Knowledge of Pharmacy Channel in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Understanding basic communication skills.",True,Understanding basic communication skills,Understanding basic communication skills,1.0
14,presentation skills,Competency in clearly presenting requirements documents to stakeholders to support technical understanding of banking system needs.,"Capability to apply presentation skills in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analyzing and Defining Solutions.",True,Analyzing and Defining Solutions,Analyzing and Defining Solutions,1.0
14,technical analysis and solution design,Ability to evaluate feasibility and propose technical solutions that align business requirements with fintech system capabilities.,"Capability to apply technical analysis and solution design in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analyzing and Defining Solutions.",True,Analyzing and Defining Solutions,Analyzing and Defining Solutions,1.0
14,group work and communication skills,Proficiency in collaborating with cross-functional teams and stakeholders to ensure successful banking project deployment and risk management.,"Capability to apply group work and communication skills in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analyzing and Defining Solutions.",True,Analyzing and Defining Solutions,Analyzing and Defining Solutions,1.0
23,Python,Missing proficiency in Python to design and develop automated test scripts for systematic software quality assurance.,"Capability to apply Python in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Automated Testing Techniques.",True,Automated Testing Techniques,Automated Testing Techniques,1.0
23,C#,Lacks the ability to use C# for building and maintaining automation frameworks and scripts within Agile development environments.,"Capability to apply C# in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Automated Testing Techniques.",True,Automated Testing Techniques,Automated Testing Techniques,1.0
23,Playwright,Needs competency in Playwright to lead web automation testing and ensure functionality across diverse application environments.,"Capability to apply Playwright in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Automated Testing Techniques.",True,Automated Testing Techniques,Automated Testing Techniques,1.0
343,HTML/CSS,Proficiency in front-end basics to improve handoff collaboration and ensure technical feasibility of mobile-integrated web interfaces for developers.,"Capability to apply HTML/CSS in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: CSS Styling.",True,CSS Styling,CSS Styling,1.0
435,Material Design,"Mastering Google’s design system for creating consistent, high-quality mobile app interfaces that meet global platform standards.","Capability to apply Material Design in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Classify problem-solving methods using search techniques.",True,Classify problem-solving methods using search techniques,Classify problem-solving methods using search techniques,1.0
435,AI,Leveraging artificial intelligence tools to optimize design workflows and boost creativity in mobile app UI/UX development.,"Capability to apply AI in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Classify problem-solving methods using search techniques.",True,Classify problem-solving methods using search techniques,Classify problem-solving methods using search techniques,1.0
31,Real estate industry experience,Lacks specialized knowledge of the real estate market needed to create industry-specific SEO content for property-focused projects.,"Capability to apply Real estate industry experience in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Ethical responsibility in work.",True,Ethical responsibility in work,Ethical responsibility in work,1.0
31,Project management,"Needs ability to organize tasks, prioritize stakeholders, and manage timelines for content delivery across multiple website projects.","Capability to apply Project management in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analyzing Real Estate Transactions.",True,Analyzing Real Estate Transactions,Analyzing Real Estate Transactions,1.0
31,Managing outsourced content providers,Requires competency in coordinating external contributors and performing quality control for a high volume of outsourced SEO articles.,"Capability to apply Managing outsourced content providers in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analyzing Real Estate Transactions.",True,Analyzing Real Estate Transactions,Analyzing Real Estate Transactions,1.0
21,Financial banking operations knowledge,Understanding essential banking regulations and operational procedures required to manage individual customer accounts and service delivery effectively.,"Capability to apply Financial banking operations knowledge in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Dynamic, flexible, and friendly team working ability.",True,"Dynamic, flexible, and friendly team working ability","Dynamic, flexible, and friendly team working ability",1.0
21,Credit profiling and evaluation,Analyzing customer financial data and assessing creditworthiness to recommend appropriate credit options according to bank risk standards.,"Capability to apply Credit profiling and evaluation in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Dynamic, flexible, and friendly team working ability.",True,"Dynamic, flexible, and friendly team working ability","Dynamic, flexible, and friendly team working ability",1.0
21,Product advisory,Developing competency in matching individual customer needs with suitable banking products and services through professional financial consultation.,"Capability to apply Product advisory in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Dynamic, flexible, and friendly team working ability.",True,"Dynamic, flexible, and friendly team working ability","Dynamic, flexible, and friendly team working ability",1.0
35,information security governance frameworks,Lacks expertise in using governance frameworks to align information security strategies with business goals and ISO 27001 requirements.,"Capability to apply information security governance frameworks in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cryptographic Algorithms.",True,Cryptographic Algorithms,Cryptographic Algorithms,1.0
35,compliance management,Requires the ability to manage and enforce organizational adherence to internal security policies and external regulatory mandates.,"Capability to apply compliance management in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cryptographic Algorithms.",True,Cryptographic Algorithms,Cryptographic Algorithms,1.0
35,periodic review processes,Needs competence in executing scheduled audits and reviews to maintain continuous compliance with ISO 27001 certification standards.,"Capability to apply periodic review processes in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cryptographic Algorithms.",True,Cryptographic Algorithms,Cryptographic Algorithms,1.0
35,security compliance standards,Lacks knowledge of specific security standards and protocols necessary for passing external audits and maintaining formal certifications.,"Capability to apply security compliance standards in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cryptographic Algorithms.",True,Cryptographic Algorithms,Cryptographic Algorithms,1.0
35,cloud security principles,Requires understanding of security protocols and risk mitigation strategies specifically designed for cloud-based infrastructure and service delivery.,"Capability to apply cloud security principles in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cryptographic Algorithms.",True,Cryptographic Algorithms,Cryptographic Algorithms,1.0
320,R,Expertise in R for statistical processing and analyzing system logs to detect information security anomalies.,"Capability to apply R in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analytic Hierarchy Process (AHP).",True,Analytic Hierarchy Process (AHP),Analytic Hierarchy Process (AHP),1.0
320,Tableau,Proficiency in Tableau for designing dashboards that visualize information security metrics and support executive decision-making.,"Capability to apply Tableau in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analytic Hierarchy Process (AHP).",True,Analytic Hierarchy Process (AHP),Analytic Hierarchy Process (AHP),1.0
320,Qlik,Competency using Qlik to standardize and visualize data from multiple sources for security operation monitoring.,"Capability to apply Qlik in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analytic Hierarchy Process (AHP).",True,Analytic Hierarchy Process (AHP),Analytic Hierarchy Process (AHP),1.0
320,Machine Learning,Knowledge of Machine Learning to build predictive models and identify security threats within system logs and behavior.,"Capability to apply Machine Learning in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analytic Hierarchy Process (AHP).",True,Analytic Hierarchy Process (AHP),Analytic Hierarchy Process (AHP),1.0
37,JPA,Proficiency in using JPA for object-relational mapping to manage database interactions within the backend architecture.,"Capability to apply JPA in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Answer questions posed by instructors.",True,Answer questions posed by instructors,Answer questions posed by instructors,1.0
37,Flyway,Experience with Flyway for database version control and schema migration management in cloud-based environments.,"Capability to apply Flyway in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Answer questions posed by instructors.",True,Answer questions posed by instructors,Answer questions posed by instructors,1.0
37,AWS Cognito,Competency in implementing secure user authentication and identity management via AWS Cognito for cloud applications.,"Capability to apply AWS Cognito in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Answer questions posed by instructors.",True,Answer questions posed by instructors,Answer questions posed by instructors,1.0
37,AWS SES,Skill in integrating AWS SES to handle scalable email communications and notifications within the backend.,"Capability to apply AWS SES in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Answer questions posed by instructors.",True,Answer questions posed by instructors,Answer questions posed by instructors,1.0
37,Digital Marketing domain,Domain-specific knowledge required to develop and optimize backend solutions tailored for digital marketing business needs.,"Capability to apply Digital Marketing domain in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Answer questions posed by instructors.",True,Answer questions posed by instructors,Answer questions posed by instructors,1.0
481,salary calculation procedures,"Lacks proficiency in executing systematic payroll workflows, ensuring accurate monthly salary, bonus, and benefit calculations for personnel.","Capability to apply salary calculation procedures in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Tax Law Fundamentals.",True,Tax Law Fundamentals,Tax Law Fundamentals,1.0
481,income tax laws,"Needs understanding of current tax regulations to manage employee income deductions, filing declarations, and performing mandatory year-end settlements.","Capability to apply income tax laws in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Export and Import Taxes.",True,Export and Import Taxes,Export and Import Taxes,1.0
453,Tableau,Lacks experience in creating visual financial dashboards and automated reporting to support management decisions and internal accounting oversight.,"Capability to apply Tableau in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: File Handling.",True,File Handling,File Handling,1.0
453,Python,Missing the ability to automate repetitive accounting tasks and process complex financial datasets within the company's digital transformation.,"Capability to apply Python in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: File Handling.",True,File Handling,File Handling,1.0
453,SQL,Lacks proficiency in querying internal databases to extract and analyze financial data for accurate reporting and ERP integration.,"Capability to apply SQL in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: File Handling.",True,File Handling,File Handling,1.0
39,.Net,"Proficiency in .Net for architecting robust, modular banking backends that integrate seamlessly with agentic AI systems.","Capability to apply .Net in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analyzing and Designing Application Functions.",True,Analyzing and Designing Application Functions,Analyzing and Designing Application Functions,1.0
39,data pipelines,"Ability to design automated, production-grade data flows that support real-time AI agents and scalable banking ecosystems.","Capability to apply data pipelines in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analyzing and Designing Application Functions.",True,Analyzing and Designing Application Functions,Analyzing and Designing Application Functions,1.0
39,generative AI,Mastery of Large Language Models to architect autonomous agents delivering personalized and proactive financial services.,"Capability to apply generative AI in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analyzing and Designing Application Functions.",True,Analyzing and Designing Application Functions,Analyzing and Designing Application Functions,1.0
39,NLP,Expertise in Natural Language Processing to enable conversational intelligence and complex text analysis in banking applications.,"Capability to apply NLP in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analyzing and Designing Application Functions.",True,Analyzing and Designing Application Functions,Analyzing and Designing Application Functions,1.0
39,computer vision,Skill in implementing vision-based AI for automated document processing and identity verification within financial services.,"Capability to apply computer vision in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analyzing and Designing Application Functions.",True,Analyzing and Designing Application Functions,Analyzing and Designing Application Functions,1.0
39,"cloud environments (Azure, AWS, GCP)","Competency in architecting scalable, cloud-native AI infrastructures across Azure, AWS, or GCP platforms for banking.","Capability to apply cloud environments (Azure, AWS, GCP) in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analyzing and Designing Application Functions.",True,Analyzing and Designing Application Functions,Analyzing and Designing Application Functions,1.0
39,AI workloads optimization,"Ability to enhance performance, security, and cost-efficiency of production-grade AI models in cloud-native environments.","Capability to apply AI workloads optimization in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analyzing and Designing Application Functions.",True,Analyzing and Designing Application Functions,Analyzing and Designing Application Functions,1.0
468,Access,Proficiency in using Microsoft Access to manage sales databases and track customer records effectively within sales administration.,"Capability to apply Access in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analytic Hierarchy Process (AHP).",True,Analytic Hierarchy Process (AHP),Analytic Hierarchy Process (AHP),1.0
468,Data analysis,Competency in analyzing sales data to generate insights and support weekly or quarterly reporting for the BOD team.,"Capability to apply Data analysis in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analytic Hierarchy Process (AHP).",True,Analytic Hierarchy Process (AHP),Analytic Hierarchy Process (AHP),1.0
468,Reports,Ability to collect and generate accurate weekly and quarterly sales reports to support administrative and management decision-making.,"Capability to apply Reports in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analytic Hierarchy Process (AHP).",True,Analytic Hierarchy Process (AHP),Analytic Hierarchy Process (AHP),1.0
468,Interpreting,Proven experience in verbal interpretation between Chinese and/or English to facilitate communication and support the sales department's needs.,"Capability to apply Interpreting in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analytic Hierarchy Process (AHP).",True,Analytic Hierarchy Process (AHP),Analytic Hierarchy Process (AHP),1.0
492,Microsoft Teams,Needs proficiency in configuring and troubleshooting Microsoft Teams to support enterprise collaboration and end-user communication.,"Capability to apply Microsoft Teams in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Application of Grammar Structures.",True,Application of Grammar Structures,Application of Grammar Structures,1.0
492,Basic English reading comprehension,"Requires better English skills to understand technical manuals, system messages, and documentation during IT troubleshooting.","Capability to apply Basic English reading comprehension in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Application of Grammar Structures.",True,Application of Grammar Structures,Application of Grammar Structures,1.0
492,General office software,"Lacks the ability to install, update, and resolve common issues within standard productivity suites like Microsoft Office.","Capability to apply General office software in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Application of Grammar Structures.",True,Application of Grammar Structures,Application of Grammar Structures,1.0
350,web security,Ability to implement security protocols and protect PHP-based websites from common web vulnerabilities and data breaches.,"Capability to apply web security in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Data Representation.",True,Data Representation,Data Representation,1.0
350,Node.js,Experience leveraging Node.js for server-side logic and frontend build tools within a full-stack development environment.,"Capability to apply Node.js in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Data Representation.",True,Data Representation,Data Representation,1.0
350,Python,Competency in Python for backend tasks or scripting to complement the development of scalable and optimized websites.,"Capability to apply Python in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Data Representation.",True,Data Representation,Data Representation,1.0
509,Understanding of Transportation and Logistics,Lacks foundational knowledge of transport workflows and logistics operations required to consult clients and provide accurate service quotations.,"Capability to apply Understanding of Transportation and Logistics in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Effective participation in class discussions.",True,Effective participation in class discussions,Effective participation in class discussions,1.0
49,Cloud platforms,Proficiency in deploying and managing database systems within cloud environments to ensure scalability for digital transformation projects.,"Capability to apply Cloud platforms in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Hadoop Model Explanation.",True,Hadoop Model Explanation,Hadoop Model Explanation,1.0
49,AWS,"Competency in deploying, managing, and optimizing database solutions on the AWS platform, including security and disaster recovery procedures.","Capability to apply AWS in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
486,telesales,Master phone-based communication and sales techniques to effectively reach and engage potential airline ticket agents and travel partners.,"Capability to apply telesales in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Understanding basic communication skills.",True,Understanding basic communication skills,Understanding basic communication skills,1.0
38,Financial Analysis,Competency in evaluating business performance reports and financial statements to provide insights into project profitability and fiscal health.,"Capability to apply Financial Analysis in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Calculating interest rates and cash flows.",True,Calculating interest rates and cash flows,Calculating interest rates and cash flows,1.0
38,Managerial Accounting,Proficiency in preparing internal reports to support management decisions regarding resource allocation and project-specific financial performance.,"Capability to apply Managerial Accounting in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analyzing financial situations based on reports.",True,Analyzing financial situations based on reports,Analyzing financial situations based on reports,1.0
38,Budget Management,Experience in planning and monitoring budgets to ensure project expenditures stay aligned with monthly cash flow forecasts.,"Capability to apply Budget Management in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analyzing financial situations based on reports.",True,Analyzing financial situations based on reports,Analyzing financial situations based on reports,1.0
52,ERP,Master Enterprise Resource Planning systems to analyze and blueprint complex business processes for large-scale client solutions.,"Capability to apply ERP in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Applying general communication skills.",True,Applying general communication skills,Applying general communication skills,1.0
52,digital marketing,Understand digital marketing strategies to support sales opportunities and align client requirements with modern marketing objectives.,"Capability to apply digital marketing in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Applying general communication skills.",True,Applying general communication skills,Applying general communication skills,1.0
52,technical writing,Enhance technical writing capabilities to document clear requirements and user stories for project stakeholders and development teams.,"Capability to apply technical writing in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Applying general communication skills.",True,Applying general communication skills,Applying general communication skills,1.0
30,AWS,Expertise in deploying and managing database systems on AWS to support scalable digital transformation and cloud-based data workflows.,"Capability to apply AWS in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
30,cloud platforms,"Experience architecting and maintaining databases across cloud platforms to ensure performance, high availability, and robust disaster recovery solutions.","Capability to apply cloud platforms in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Hadoop Model Explanation.",True,Hadoop Model Explanation,Hadoop Model Explanation,1.0
523,preparing test reports,Missing the ability to document defect analysis and communicate testing outcomes through structured formal reports for stakeholders.,"Capability to apply preparing test reports in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Automated Testing Techniques.",True,Automated Testing Techniques,Automated Testing Techniques,1.0
523,Python,Lack of Python scripting skills required to develop test scripts and support testing frameworks in an agile environment.,"Capability to apply Python in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Automated Testing Techniques.",True,Automated Testing Techniques,Automated Testing Techniques,1.0
57,Production Cost Optimization,Competency in identifying and implementing cost-saving measures for production and operational expenses in manufacturing environments.,"Capability to apply Production Cost Optimization in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analyzing cost-volume-profit relationships.",True,Analyzing cost-volume-profit relationships,Analyzing cost-volume-profit relationships,1.0
57,Product Costing,Skill in establishing accurate product costs and allocating expenses reasonably according to industrial accounting standards.,"Capability to apply Product Costing in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analyzing cost-volume-profit relationships.",True,Analyzing cost-volume-profit relationships,Analyzing cost-volume-profit relationships,1.0
57,Strategic Financial Analysis for Construction/Manufacturing,Ability to analyze financial data and provide strategic insights for decision-making in the construction and manufacturing sectors.,"Capability to apply Strategic Financial Analysis for Construction/Manufacturing in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analyzing cost-volume-profit relationships.",True,Analyzing cost-volume-profit relationships,Analyzing cost-volume-profit relationships,1.0
57,Management of Industrial Accounting Systems,Proficiency in overseeing complex accounting frameworks and ensuring legal compliance for large-scale industrial or manufacturing operations.,"Capability to apply Management of Industrial Accounting Systems in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analyzing cost-volume-profit relationships.",True,Analyzing cost-volume-profit relationships,Analyzing cost-volume-profit relationships,1.0
55,MongoDB,Proficiency in MongoDB for managing NoSQL data structures within high-performance backend application architectures.,"Capability to apply MongoDB in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
55,Kubernetes,Ability to manage and scale containerized applications using Kubernetes for robust backend service orchestration.,"Capability to apply Kubernetes in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
55,AWS,Skill in leveraging Amazon Web Services to deploy and maintain scalable cloud-native backend solutions.,"Capability to apply AWS in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
55,GCP,Proficiency in Google Cloud Platform services for building and managing modern backend infrastructure and applications.,"Capability to apply GCP in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
55,GO,"Knowledge of the Go language for developing efficient, concurrent backend services to complement the existing Java environment.","Capability to apply GO in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
527,Social Insurance,Lacks knowledge of social insurance regulations and procedures required for managing employee benefits and labor law compliance.,"Capability to apply Social Insurance in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Team Leadership.",True,Team Leadership,Team Leadership,1.0
527,KPI,Needs proficiency in developing and monitoring Key Performance Indicators to evaluate employee performance and administrative efficiency.,"Capability to apply KPI in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Team Leadership.",True,Team Leadership,Team Leadership,1.0
64,GCP,Proficiency in designing and operating database management systems within Google Cloud Platform environments.,"Capability to apply GCP in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
64,Azure,Experience in deploying and managing database architectures on the Microsoft Azure public cloud platform.,"Capability to apply Azure in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
64,BigQuery,Competency in designing and operating large-scale cloud data warehouses specifically using Google BigQuery.,"Capability to apply BigQuery in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
528,NumPy,Proficiency in numerical computing for efficient financial data manipulation and mathematical modeling within Python-based workflows.,"Capability to apply NumPy in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analytic Hierarchy Process (AHP).",True,Analytic Hierarchy Process (AHP),Analytic Hierarchy Process (AHP),1.0
528,Scikit-learn,Ability to apply machine learning libraries for trend analysis and simple predictive modeling in liquidity planning.,"Capability to apply Scikit-learn in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analytic Hierarchy Process (AHP).",True,Analytic Hierarchy Process (AHP),Analytic Hierarchy Process (AHP),1.0
528,R,"Expertise in statistical programming for advanced data analysis, cohort studies, and generating automated fintech business insights.","Capability to apply R in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analytic Hierarchy Process (AHP).",True,Analytic Hierarchy Process (AHP),Analytic Hierarchy Process (AHP),1.0
528,OKR,Experience designing and tracking Objectives and Key Results to align performance monitoring with senior management reporting standards.,"Capability to apply OKR in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analytic Hierarchy Process (AHP).",True,Analytic Hierarchy Process (AHP),Analytic Hierarchy Process (AHP),1.0
528,Agile methodologies,Knowledge of iterative project management frameworks to streamline data reporting and cross-functional collaboration in dynamic environments.,"Capability to apply Agile methodologies in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analytic Hierarchy Process (AHP).",True,Analytic Hierarchy Process (AHP),Analytic Hierarchy Process (AHP),1.0
552,Real Estate industry knowledge,Lacks deep understanding of real estate market trends and specific candidate profiles needed for property sales and management.,"Capability to apply Real Estate industry knowledge in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Critical Thinking.",True,Critical Thinking,Applying Critical Thinking to Solve Practical Problems,1.0
552,OKR implementation,Needs proficiency in setting and tracking recruitment objectives and key results to align with the company's strategic goals.,"Capability to apply OKR implementation in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Critical Thinking.",True,Critical Thinking,Applying Critical Thinking to Solve Practical Problems,1.0
