pair_id,jd_id,gap_source,gap_count,identified_gaps,groundtruth_technical_gaps,gap_match_details,missed_gap_confusions,canonical_skill_count,canonical_skill_ids,canonical_skill_labels,gap_to_canonical_top1,truth_count,truth_courses,pred_top10,pred_top10_titles,overlap_top10,hit@1,hit@3,hit@5,hit@10
64,69637f9d57a0f8cfb910e921,groundtruth_dataset,3,GCP; Azure; BigQuery,GCP; Azure; BigQuery,<groundtruth_gap_source>,,6,cc975e69d79a6f6f; 81121f330a983b7f; 70f0d3e18d498cc9; b160bc1ca65d65b1; 983b5e0fb845ddb8; 595875b1b5164cb6,Cloud Concepts; Cloud computing; Google Colab; Cloud Computing Fundamentals; Managing large datasets; Power BI,GCP -> cc975e69d79a6f6f:Cloud Concepts (0.8816); Azure -> 81121f330a983b7f:Cloud computing (0.8839); BigQuery -> 983b5e0fb845ddb8:Managing large datasets (0.8564),3,CNTT1167; TKkD1127; CNTT1186,TKkD1127; CNTT1186; CNTT1167; CNTT1180; KTHT1104; CNTT1198,Phân tích dữ liệu lớn; Advanced Technologies in Information and Communication Technology; Cloud Computing; Python Programming; Data Analytics for Accounting; Cloud Service Security,TKkD1127; CNTT1186; CNTT1167,1.0,1.0,1.0,1.0
66,695cbcbd1fa95d1eeecca0bf,groundtruth_dataset,5,AWS Glue; EC2; VPC; ECS/EKS; IAM,AWS Glue; EC2; VPC; ECS/EKS; IAM,<groundtruth_gap_source>,,11,2271ef0581251939; 595875b1b5164cb6; 78478926d84635c5; 81121f330a983b7f; cc975e69d79a6f6f; b160bc1ca65d65b1; a3d7bb38562108eb; 10c46836f99bfacc; a468720e1a5dc0cb; ad4b0d58e0291133; 30808e394ba44d6f,Data Warehouse Knowledge; Power BI; Hadoop Model Explanation; Cloud computing; Cloud Concepts; Cloud Computing Fundamentals; Data Center Virtualization Architecture; Network Virtualization Principles; Cloud Service Analysis; Identity Management; System Protection and Security,AWS Glue -> 2271ef0581251939:Data Warehouse Knowledge (0.8391); EC2 -> 81121f330a983b7f:Cloud computing (0.8760); VPC -> a3d7bb38562108eb:Data Center Virtualization Architecture (0.8504); ECS/EKS -> cc975e69d79a6f6f:Cloud Concepts (0.8710); IAM -> ad4b0d58e0291133:Identity Management (0.8432),1,CNTT1167,CNTT1167; CNTT1198; CNTT1145; CNTT1181; CNTT1186; CNTT1107; KTHT1104,Cloud Computing; Cloud Service Security; Virtualization Technologies; Knowledge Discovery in Database; Advanced Technologies in Information and Communication Technology; Operating Systems; Data Analytics for Accounting,CNTT1167,1.0,1.0,1.0,1.0
67,696fcc8eb166038a822e475f,groundtruth_dataset,7,Java; multithreading; parallel processing; CAN; Ethernet; IPCore; FPGA,Java; multithreading; parallel processing; CAN; Ethernet; IPCore; FPGA,<groundtruth_gap_source>,,19,3a34b0fdd2853358; 41de0116bb2584cf; 31cdb63a1bef37c1; 20eee9e87acff49b; 4f60fe2c11c132e1; 0f2671fed097ec58; 983b5e0fb845ddb8; a9ec8d7a85274b1b; 454349e422f05297; 0f896e61bb2e7633; 82a2c9e39ba6e496; ed8a66c9697dfbce; 0b20076e939375b7; 35e7550fc947903f; 373dde7d0dba9e4b; 60b34647d30e6a65; 08b87df8a19c6bc9; db422ce0569a869d; 9afe80fb827352cb,"NetBeans IDE; Eclipse IDE; Object-Oriented Programming; Process Communication and Synchronization; Parallelism Techniques; CPU Scheduling Algorithms; Managing large datasets; Client Acceptance Decision Making; R; Component Identification; Wide Area Networks (WAN); Local Area Networks (LAN); Telecommunications, Internet, and Wireless Technology; NordLocker; Understanding the nature and role of key IMC tools; System Components Understanding; RISC Architecture; Instruction Set Architecture (ISA); Multi-core CPU Architecture",Java -> 3a34b0fdd2853358:NetBeans IDE (0.8473); multithreading -> 20eee9e87acff49b:Process Communication and Synchronization (0.8656); parallel processing -> 4f60fe2c11c132e1:Parallelism Techniques (0.8665); CAN -> a9ec8d7a85274b1b:Client Acceptance Decision Making (0.8420); Ethernet -> 82a2c9e39ba6e496:Wide Area Networks (WAN) (0.8811); IPCore -> 35e7550fc947903f:NordLocker (0.8303); FPGA -> 08b87df8a19c6bc9:RISC Architecture (0.8498),2,CNTT1153; CNTT1112,CNTT1112; CNTT1114; TIKT1135; TNDC1126; CNTT1145; TIHT1106; KTKI 1118; CNTT1180; CNTT1133; TOTC1108,Computer Architecture; Computer Network and Data Communication; Development of Open Source Software and Applications; Principles of Land Administration; Virtualization Technologies; English for Management Information System; Advanced Auditing and Other Assurance Services; Python Programming; Application Programming; The models for analyzing and evaluating the financial assets 1,CNTT1112,1.0,1.0,1.0,1.0
68,69637e7057a0f8cfb910e91f,groundtruth_dataset,13,"customer onboarding; loans; compliance; GCP; AWS; Kubernetes; data governance; security protocols; regulatory frameworks (MAS, GDPR, PCI-DSS); Oracle; MongoDB; Cassandra; MySQL","customer onboarding; loans; compliance; GCP; AWS; Kubernetes; data governance; security protocols; regulatory frameworks (MAS, GDPR, PCI-DSS); Oracle; MongoDB; Cassandra; MySQL",<groundtruth_gap_source>,,30,3397ba5e53781cb5; 9b89e2daa74abc48; 218430449bc2d441; af4ac853aef2a882; 242e9e15af0aa617; 8969d5dfe55a9130; a8c6e3a7760f164b; 8803662d165dcea7; f1eafe18f66cdd6f; cc975e69d79a6f6f; 81121f330a983b7f; 70f0d3e18d498cc9; b160bc1ca65d65b1; a468720e1a5dc0cb; 3dd499a7fb7e0a2d; f9ad3bb77478361c; 93f7e0f986ff8e70; cce17667f4173cb9; 30808e394ba44d6f; 39d8045646c13a4b; 156b39dd6575ca61; 79c41baebfebd6a5; ed346bb14786b438; 4611994bd0ab71de; cb62eba40b93615e; b53b7753437c5fbf; 6fa5dd8f1fcea426; 454349e422f05297; bd1fb73d47142cdc; 0903a2efa00ef879,Managing customer lifecycle; Guest Reception; Front Desk Operations; Debt and Leasing Markets; Insurance Transactions; Interest Rates; Compliance with Rules and Regulations; Compliance Standards; Compliance with Laws and Regulations; Cloud Concepts; Cloud computing; Google Colab; Cloud Computing Fundamentals; Cloud Service Analysis; Government Management; Government Management Tools; Control understanding in corporate governance; Security Protocol Analysis; System Protection and Security; Network Security; Legal and Policy Frameworks; SQL Server; Microsoft SQL Server; MySQL Database Management System; Designing applications with MongoDB; Using other NoSQL databases; Dirichlet Principle; R; Information Combination; SQL Database Management,"customer onboarding -> 3397ba5e53781cb5:Managing customer lifecycle (0.8878); loans -> af4ac853aef2a882:Debt and Leasing Markets (0.8761); compliance -> a8c6e3a7760f164b:Compliance with Rules and Regulations (0.9197); GCP -> cc975e69d79a6f6f:Cloud Concepts (0.8816); AWS -> 81121f330a983b7f:Cloud computing (0.8744); Kubernetes -> cc975e69d79a6f6f:Cloud Concepts (0.8492); data governance -> 3dd499a7fb7e0a2d:Government Management (0.8754); security protocols -> cce17667f4173cb9:Security Protocol Analysis (0.9277); regulatory frameworks (MAS, GDPR, PCI-DSS) -> 8803662d165dcea7:Compliance Standards (0.8789); Oracle -> 79c41baebfebd6a5:SQL Server (0.9080); MongoDB -> cb62eba40b93615e:Designing applications with MongoDB (0.9266); Cassandra -> 6fa5dd8f1fcea426:Dirichlet Principle (0.8466); MySQL -> 4611994bd0ab71de:MySQL Database Management System (0.9303)",3,CNTT1198; CNTT1167; TIKT1124,BHKT1118; CNTT1175; CNTT1167; DLKS1158; KTKI1109; CNTT1198; CNTT1168; KTKI 1116; LUCS1129; LUCS1137,Insurance Principles; Unstructured database; Cloud Computing; Operation of hospitality services 1; Financial Auditing 2; Cloud Service Security; An toàn và bảo mật thông tin; Financial Audit Practice; Fundamentals of Law; Law on civil procedures,CNTT1167; CNTT1198,0.0,1.0,1.0,1.0
70,6963803557a0f8cfb910e922,groundtruth_dataset,5,"deploying local and remote notifications; implementing in-app purchases; application quality management and release processes (App Store / Google Play, etc.); test code writing experience (Jest / React Native Testing Library, etc.); Biome","deploying local and remote notifications; implementing in-app purchases; application quality management and release processes (App Store / Google Play, etc.); test code writing experience (Jest / React Native Testing Library, etc.); Biome",<groundtruth_gap_source>,,15,55dcfba3a15e9371; e24d9edc73f9ca00; d4b75940e6b27fe2; bf281bcbbb891465; 762a08ea6267f552; 674ec1a02746cf1d; 4693c2b0d1ebf89d; 53ff4a27e4ec6d02; 1391b65f48128bb0; 710ea6b3deecb364; 0b6c9f6036708bf7; 0d6cd3ccd7000e1b; 99bc46f379b2482e; 57defa7408d20b22; ed5e58101eced6c9,Deploying and managing web applications; IoT Application Development; Smart System Deployment; Applying e-commerce transaction processes; Sales Promotion Integration with IMC; Working with online payment providers; Product Quality Management Application; Analysis Application; Monitor and Evaluate Development Plans; Testing Techniques Integration; Web Testing Techniques; Apply testing techniques; Understanding and explaining the essence of ecology; Material Cycles in Nature; Analyzing and evaluating ecosystems,"deploying local and remote notifications -> 55dcfba3a15e9371:Deploying and managing web applications (0.8075); implementing in-app purchases -> bf281bcbbb891465:Applying e-commerce transaction processes (0.8321); application quality management and release processes (App Store / Google Play, etc.) -> 4693c2b0d1ebf89d:Product Quality Management Application (0.8690); test code writing experience (Jest / React Native Testing Library, etc.) -> 710ea6b3deecb364:Testing Techniques Integration (0.8589); Biome -> 99bc46f379b2482e:Understanding and explaining the essence of ecology (0.8617)",2,CNTT1157; CNTT1178,MTKT1161; TIKT1134; TKkt1101; KTKI1109; TMQT1125; MKTT1145; CNTT1153; MTKT 1164; CNTT1154; TMQT1154,Ecology; Web Applications Development; System of National Accounts; Financial Auditing 2; E-commerce; Sales Promotion; Java Programming; Environmental Chemistry; Internet of Things; Payment for E-commerce,,0.0,0.0,0.0,0.0
71,694a92ab47743a24b54ffb16,groundtruth_dataset,6,reactive programming; UI testing; modern mobile development landscape; Golang; Microservices; DevOps culture,reactive programming; UI testing; modern mobile development landscape; Golang; Microservices; DevOps culture,<groundtruth_gap_source>,,18,42430699c92247f2; 34107c894ddfd639; 31cdb63a1bef37c1; becbf7f4a588cff7; 0b6c9f6036708bf7; 710ea6b3deecb364; ca6980df86daa02e; 4fd034811c0b16b8; edc92882a411041f; 11a4a60b518bf249; c44d9221d54651ad; abf415901e538ca7; 140f584ba1cbde2b; d378e8e4ed43431a; f39e4ff9d1d348e9; cdb03b287d4d6487; ad885b2f53533c2c; 075de41b52f1b0b0,Data interaction programming; Search Functionality Programming; Object-Oriented Programming; Test Design; Web Testing Techniques; Testing Techniques Integration; Mastering web application technologies; Mobile Application Development; Responsive Web Design; Python; Python Programming; Python Programming Language; Service-Oriented Architecture; Service-Oriented Approach; Web Services Technologies; Organizational Culture; Building and maintaining corporate culture; Recognizing organizational culture,reactive programming -> 42430699c92247f2:Data interaction programming (0.8432); UI testing -> becbf7f4a588cff7:Test Design (0.8741); modern mobile development landscape -> ca6980df86daa02e:Mastering web application technologies (0.8806); Golang -> 11a4a60b518bf249:Python (0.7894); Microservices -> 140f584ba1cbde2b:Service-Oriented Architecture (0.8929); DevOps culture -> cdb03b287d4d6487:Organizational Culture (0.8830),2,CNTT1178; CNTT1157,CNTT1190; CNTT1133; NNTM1172; KTKI1109; TIKT1129; CNTT1165; CNTT1180; TIHT1113; QTVH1111; CNTT1188,Service Oriented Software Development; Application Programming; English Teaching Methodology; Financial Auditing 2; Electronic Commerce Systems; Web Design; Python Programming; Development of Management Applications; Corporate Culture; Web Programming,,0.0,0.0,0.0,0.0
72,6963803557a0f8cfb910e923,groundtruth_dataset,3,C#; Playwright; performance testing techniques and tools,C#; Playwright; performance testing techniques and tools,<groundtruth_gap_source>,,9,b27794974a29d825; 4b351a323634f057; 2f84c910ea74ba58; ee0902fbd881250a; d5deacdd34788a54; a5858cfd572ec358; 4058cde8164a60ce; 0b6c9f6036708bf7; 0d6cd3ccd7000e1b,ADO.NET Programming; Using C# programming language in Visual Studio; Visual Studio; Speech writing; PR writing skills; PR writing process; Application Testing Techniques; Web Testing Techniques; Apply testing techniques,C# -> b27794974a29d825:ADO.NET Programming (0.8934); Playwright -> ee0902fbd881250a:Speech writing (0.8402); performance testing techniques and tools -> 4058cde8164a60ce:Application Testing Techniques (0.9023),2,CNTT1178; TIHT1113,MKTT1132; CNTT1133; TIHT1113; CNTT1188; CNTT1157; CNTT1153,Writing skills for public relations; Application Programming; Development of Management Applications; Web Programming; Mobile Applications Development; Java Programming,TIHT1113,0.0,1.0,1.0,1.0
73,695cbe731fa95d1eeecca0c2,groundtruth_dataset,7,Vue.js; Unit test using Jest; Next.js; Performance-oriented development; Back-end development; AWS; Google Analytics,Vue.js; Unit test using Jest; Next.js; Performance-oriented development; Back-end development; AWS; Google Analytics,<groundtruth_gap_source>,,19,bee590cd707e7172; 5de4fde34b6cdb3f; 5b79d0d574eedd09; 710ea6b3deecb364; 4058cde8164a60ce; 0b6c9f6036708bf7; ca6980df86daa02e; 55dcfba3a15e9371; 81411262539a8a05; 1391b65f48128bb0; b49f40ea122d0cc3; 8b6799760a8163c1; ce877ea042597d23; 81121f330a983b7f; cc975e69d79a6f6f; b160bc1ca65d65b1; e11bb3d7da37d647; 65a5eee8f0af66d2; 53136e27f95e6aa2,JavaScript Programming; JavaScript Basics; Figma; Testing Techniques Integration; Application Testing Techniques; Web Testing Techniques; Mastering web application technologies; Deploying and managing web applications; Analyzing practical situations in development management; Monitor and Evaluate Development Plans; Process Improvement; RESTful API Development; Explaining front-end and back-end programming; Cloud computing; Cloud Concepts; Cloud Computing Fundamentals; Marketing Analysis; Consumer Behavior Optimization; Market Research,Vue.js -> bee590cd707e7172:JavaScript Programming (0.8289); Unit test using Jest -> 710ea6b3deecb364:Testing Techniques Integration (0.8076); Next.js -> ca6980df86daa02e:Mastering web application technologies (0.8140); Performance-oriented development -> 81411262539a8a05:Analyzing practical situations in development management (0.8879); Back-end development -> 8b6799760a8163c1:RESTful API Development (0.8766); AWS -> 81121f330a983b7f:Cloud computing (0.8744); Google Analytics -> e11bb3d7da37d647:Marketing Analysis (0.8875),3,CNTT1167; CNTT1119; CNTT1188,CNTT1188; TIKT1134; DLLH1147; KTKI1109; PTKT 1119; PTKT1121; TIKT1129; TOkt1104; TMKT1141; TNKT1150,Web Programming; Web Applications Development; Marketing Management for Hospitality and Tourism; Financial Auditing 2; Development Planning 1; Development Management; Electronic Commerce Systems; Mathematical Economic Modeling 1; Commercial Enterprise Management; Agribusiness Investment Project,CNTT1188,1.0,1.0,1.0,1.0
74,696fd023b166038a822e477f,groundtruth_dataset,1,Fast accounting software,Fast accounting software,<groundtruth_gap_source>,,3,5cda33bd7b0feb89; e1b0095864b4680a; 9de5d59385bb9b04,Specialized Accounting Software for Business; Specialized Accounting Software for Administrative Services; Accounting Software Evaluation,Fast accounting software -> 5cda33bd7b0feb89:Specialized Accounting Software for Business (0.9147),2,TIHT1119; KTHT1104,TIHT1119; TIKT1117,Computer-based Accounting; Accounting Informatics,TIHT1119,1.0,1.0,1.0,1.0
75,697b19e7b166038a822e4d3f,groundtruth_dataset,3,Financial models; Media coordination; Profit margin management,Financial models; Media coordination; Profit margin management,<groundtruth_gap_source>,,9,95c7e896df055bf3; b57589351257c382; bd62fe1ad1cf8464; 9708af5b8f89d6be; 02ccb92a1aaf2a20; c32ea3011ff943d1; 7589565432ed6928; fe93d12cf3d8fd3f; 9190dcf1a336b6b6,Financial Modeling; Financial Modeling Techniques; Economic and Financial Modeling; Planning and Coordination; Resource Coordination Skills; Resource Coordination Techniques; Profit method application; Analyzing break-even points and target profits; Working Capital Management,Financial models -> 95c7e896df055bf3:Financial Modeling (0.9469); Media coordination -> 9708af5b8f89d6be:Planning and Coordination (0.9252); Profit margin management -> 7589565432ed6928:Profit method application (0.8775),3,TOTC1106; TOTC1108; TOTC1109,TOTC1110; KTQT1103; TNBD1128; QLXH1105; CNTT1198; BHKT1120; TOTC1106; NHQT1109; TOkt1105; QTKD1118,Models of Financial Corporate; Managerial Accounting 1; Real estate valuation 2; Public Services Management; Cloud Service Security; Social Insurance Management 1; Fundamentals of Mathematical Finance; Multinational Business Finance; Probability Theory; Project Execution Management,TOTC1106,0.0,0.0,0.0,1.0
78,694a933a47743a24b54ffb17,groundtruth_dataset,8,Go; Kubernetes; Helm; Kafka; Cassandra; Zookeeper; Geode; Distributed systems,Go; Kubernetes; Helm; Kafka; Cassandra; Zookeeper; Geode; Distributed systems,<groundtruth_gap_source>,,19,454349e422f05297; 79ff3383edd2e8dd; 34107c894ddfd639; cc975e69d79a6f6f; 81121f330a983b7f; a468720e1a5dc0cb; 35e7550fc947903f; 0b205cfba1befb3b; 78478926d84635c5; 2271ef0581251939; 312caaf8d1854778; 6fa5dd8f1fcea426; bd1fb73d47142cdc; 2e3e746b47bf09af; 1a1e557927e37bed; b5fa26493bffc053; dfcbf16d3534b1b0; d8d463c12a243d6b; 1404bec5be6706d3,R; Open source programming languages; Search Functionality Programming; Cloud Concepts; Cloud computing; Cloud Service Analysis; NordLocker; Customer Concept Comprehension; Hadoop Model Explanation; Data Warehouse Knowledge; Queue Data Structures; Dirichlet Principle; Information Combination; Storage Virtualization Mechanisms; Geographic Knowledge; Understanding land database systems; GIS Components and Functions; System Architecture; System Architecture Design,Go -> 454349e422f05297:R (0.8056); Kubernetes -> cc975e69d79a6f6f:Cloud Concepts (0.8492); Helm -> 35e7550fc947903f:NordLocker (0.8527); Kafka -> 78478926d84635c5:Hadoop Model Explanation (0.8522); Cassandra -> 6fa5dd8f1fcea426:Dirichlet Principle (0.8466); Zookeeper -> 78478926d84635c5:Hadoop Model Explanation (0.8184); Geode -> 1a1e557927e37bed:Geographic Knowledge (0.8383); Distributed systems -> d8d463c12a243d6b:System Architecture (0.8775),1,CNTT1167,CNTT1167; CNTT1145; CNTT1181; CNTT11105; KTKI1109; TIHT1110; TIKT1135; CNTT1186; TOCB1107; DLKS1113,Cloud Computing; Virtualization Technologies; Knowledge Discovery in Database; Cryptography and Information Security; Financial Auditing 2; Decision Support Systems; Development of Open Source Software and Applications; Advanced Technologies in Information and Communication Technology; Discrete Mathematics; Restaurant Business Management,CNTT1167,1.0,1.0,1.0,1.0
79,696fcd1eb166038a822e4765,groundtruth_dataset,3,Non-life Insurance Products; Sales Agent Training; Partner Relationship Management,Non-life Insurance Products; Sales Agent Training; Partner Relationship Management,<groundtruth_gap_source>,,9,eaee706039b0a5b7; d4bd2e83dd88974a; 7a62e5d2418ecd75; 848ed9aebcd2af64; 69bd0230ad041476; 9bc040aa1bbad40f; 75166d1127c6e73a; 41d424a17d6cc870; 95b60e75c2cccfdf,"Types of Insurance; Personal Accident Insurance; Insurance Principles; Sales techniques; Understanding the nature, importance, and process of recruiting, training, and developing the sales force; Understanding the tasks of sales staff throughout the sales process; Customer Relationship Management; Understanding customer relationships management; Building Positive Relationships with Customers",Non-life Insurance Products -> eaee706039b0a5b7:Types of Insurance (0.9058); Sales Agent Training -> 848ed9aebcd2af64:Sales techniques (0.8844); Partner Relationship Management -> 75166d1127c6e73a:Customer Relationship Management (0.9139),2,MKBH1109; BHKT1166,BHKT1118; BHKT1105; DLKS1118; DLLH1147; MKBH1105; MKBH1110; NNTM1151; MKTT1110,Insurance Principles; Business Insurance 2; Psychology and Communication in Tourism; Marketing Management for Hospitality and Tourism; Quản trị bán hàng; Selling Skills; Integrated skills - English for economics and business 1; Advertising agency management,,0.0,0.0,0.0,0.0
84,696380c657a0f8cfb910e925,groundtruth_dataset,3,Next.js; cross-browser compatibility; .NET Core APIs,Next.js; cross-browser compatibility; .NET Core APIs,<groundtruth_gap_source>,,8,ca6980df86daa02e; 55dcfba3a15e9371; bee590cd707e7172; edc92882a411041f; 5de4fde34b6cdb3f; b27794974a29d825; fc7c954dfd351104; c3b6b555f3bf5b9a,Mastering web application technologies; Deploying and managing web applications; JavaScript Programming; Responsive Web Design; JavaScript Basics; ADO.NET Programming; Understanding .Net Programming Approach; Differentiating Control Features in .Net Programming,Next.js -> ca6980df86daa02e:Mastering web application technologies (0.8140); cross-browser compatibility -> edc92882a411041f:Responsive Web Design (0.8040); .NET Core APIs -> b27794974a29d825:ADO.NET Programming (0.8517),3,CNTT1130; CNTT1119; CNTT1188,CNTT1165; CNTT1130; TIKT1134; CNTT1133; TIKT1129,Web Design; .Net Programming; Web Applications Development; Application Programming; Electronic Commerce Systems,CNTT1130,0.0,1.0,1.0,1.0
85,695cbf031fa95d1eeecca0c4,groundtruth_dataset,4,big data technology; NLP; LLM; VLM,big data technology; NLP; LLM; VLM,<groundtruth_gap_source>,,9,33a440e8859bb4dc; 5a7441dc2fd15f30; 13a02ebf31103922; 803b3eb2b6af0271; 10be35b30753d337; bbbfae3f1f7e7039; e0d7a3c97f855702; cf9e4e699aa28645; 88535ead181457af,Understanding big data concepts; Collecting large datasets; Analyzing large datasets; Artificial intelligence; Interpretation and Recommendation Skills; Information synthesis and analysis; Information retrieval and synthesis; VTOS Standards; Continuous lifelong learning to adapt to changing conditions,big data technology -> 33a440e8859bb4dc:Understanding big data concepts (0.8977); NLP -> 803b3eb2b6af0271:Artificial intelligence (0.8966); LLM -> 803b3eb2b6af0271:Artificial intelligence (0.8786); VLM -> 803b3eb2b6af0271:Artificial intelligence (0.8339),2,TKkD1127; CNTT1140,TKkD1127; CNTT1186; DLLH1141; TMQT1132; MTDT1121; TNKT 1114; TMQT1152; KTHT1104,Phân tích dữ liệu lớn; Advanced Technologies in Information and Communication Technology; Career development in Tourism and Travel industry; Fundamentals of E-commerce; Urbanization and Development; Investment in Agricultural and Rural Development; E-commerce Transaction: Theory and Practice; Data Analytics for Accounting,TKkD1127,1.0,1.0,1.0,1.0
87,6963803557a0f8cfb910e924,groundtruth_dataset,2,FMEA; project-management-tools-JIRA,FMEA; project-management-tools-JIRA,<groundtruth_gap_source>,,6,547fd3697aa0ed6a; d2c60407bbda495f; 90df88e4d702bcd7; a49300053b0211fe; 7f0a76ce26d240f3; d199bd441c0c4d67,Material Flow Cost Accounting (MFCA); Risk Management Framework; Quality Factors Identification; Project Management Application; Microsoft Project; Tools for Organizing Plan Implementation,FMEA -> 547fd3697aa0ed6a:Material Flow Cost Accounting (MFCA) (0.8696); project-management-tools-JIRA -> a49300053b0211fe:Project Management Application (0.8984),1,TIKT1113,DTKT1149; QTKD1118; MTKT1152; PTKT1109; BHKT1163; KTKI 1108,Chuyên đề Tin học quản lý đầu tư; Project Execution Management; Environmental and Natural Capital Accounting; Business Planning; Risk Management in Insurance; Financial Auditing 1,,0.0,0.0,0.0,0.0
90,696380c657a0f8cfb910e926,groundtruth_dataset,3,Python; WordPress; Docker,Python; WordPress; Docker,<groundtruth_gap_source>,,9,11a4a60b518bf249; c44d9221d54651ad; abf415901e538ca7; 576473d6a73d7f55; 59a049c750394673; 17b8c34a79e001bc; 70f0d3e18d498cc9; 81121f330a983b7f; cc975e69d79a6f6f,Python; Python Programming; Python Programming Language; WordPress; Web development using WordPress; Content management systems; Google Colab; Cloud computing; Cloud Concepts,Python -> 11a4a60b518bf249:Python (1.0000); WordPress -> 576473d6a73d7f55:WordPress (1.0000); Docker -> 70f0d3e18d498cc9:Google Colab (0.8576),2,CNTT1180; CNTT1116,TIKT1129; TIKT1135; CNTT1186; CNTT1167; CNTT1180; CNTT11105; CNTT1177,Electronic Commerce Systems; Development of Open Source Software and Applications; Advanced Technologies in Information and Communication Technology; Cloud Computing; Python Programming; Cryptography and Information Security; Machine Learning,CNTT1180,0.0,0.0,1.0,1.0
94,696380c657a0f8cfb910e927,groundtruth_dataset,3,WordPress; Docker; Website development,WordPress; Docker; Website development,<groundtruth_gap_source>,,8,576473d6a73d7f55; 59a049c750394673; 17b8c34a79e001bc; 70f0d3e18d498cc9; 81121f330a983b7f; cc975e69d79a6f6f; 644020ef757e548a; 89d05febfc66b01c,WordPress; Web development using WordPress; Content management systems; Google Colab; Cloud computing; Cloud Concepts; E-commerce Website Development; Website Management Skills,WordPress -> 576473d6a73d7f55:WordPress (1.0000); Docker -> 70f0d3e18d498cc9:Google Colab (0.8576); Website development -> 644020ef757e548a:E-commerce Website Development (0.9089),3,CNTT1119; CNTT1188; TIKT1134,TIKT1129; TIKT1135; CNTT1186; CNTT1167; CNTT1180; TMQT1132; CNTT1119,Electronic Commerce Systems; Development of Open Source Software and Applications; Advanced Technologies in Information and Communication Technology; Cloud Computing; Python Programming; Fundamentals of E-commerce; Website Design and Programming,CNTT1119,0.0,0.0,0.0,1.0
95,69526734b27a39886f08acf3,groundtruth_dataset,2,ERP system experience; Corporate Income Tax (CIT) settlement,ERP system experience; Corporate Income Tax (CIT) settlement,<groundtruth_gap_source>,,6,e6a3b5530494287f; a94213fb6a83bebc; 6af2e1ecafd15b88; b2772cc34a579904; faf3ad662109e1d5; 01ce75b8be00ec5d,Enterprise resource planning systems; Enterprise Management Tools; Deploy Business Intelligence Systems; Corporate Income Tax; Personal Income Tax; Tax Management Law,ERP system experience -> e6a3b5530494287f:Enterprise resource planning systems (0.8912); Corporate Income Tax (CIT) settlement -> b2772cc34a579904:Corporate Income Tax (0.9159),1,NHCO1111,NHCO1111; TIKT1135; TIKT1122; MTKT1119; LUKD_11105,Taxation; Development of Open Source Software and Applications; Business Intelligence; Natural Resource and Environmental Management; Vietnam Laws on Taxation,NHCO1111,1.0,1.0,1.0,1.0
98,697b1a84b166038a822e4d44,groundtruth_dataset,1,cost management,cost management,<groundtruth_gap_source>,,3,3d6ae96017f46c2e; 61025dda60d61757; 4902bff50d6223d8,Cost Management; Cost Management Tasks; Cost management in Microsoft Project,cost management -> 3d6ae96017f46c2e:Cost Management (0.9808),1,QTTH1116,TMKT1141; QTTH1116; DTKT1157,Commercial Enterprise Management; Cost Management; Microsoft Project,QTTH1116,0.0,1.0,1.0,1.0
99,695cc0241fa95d1eeecca0c7,groundtruth_dataset,3,Python; C#; performance testing techniques and tools,Python; C#; performance testing techniques and tools,<groundtruth_gap_source>,,9,11a4a60b518bf249; c44d9221d54651ad; abf415901e538ca7; b27794974a29d825; 4b351a323634f057; 2f84c910ea74ba58; 4058cde8164a60ce; 0b6c9f6036708bf7; 0d6cd3ccd7000e1b,Python; Python Programming; Python Programming Language; ADO.NET Programming; Using C# programming language in Visual Studio; Visual Studio; Application Testing Techniques; Web Testing Techniques; Apply testing techniques,Python -> 11a4a60b518bf249:Python (1.0000); C# -> b27794974a29d825:ADO.NET Programming (0.8934); performance testing techniques and tools -> 4058cde8164a60ce:Application Testing Techniques (0.9023),2,CNTT1180; TIHT1113,CNTT1133; TIHT1113; CNTT1157; TIKT1135; CNTT1177; CNTT1153; CNTT1188; CNTT11105,Application Programming; Development of Management Applications; Mobile Applications Development; Development of Open Source Software and Applications; Machine Learning; Java Programming; Web Programming; Cryptography and Information Security,TIHT1113,0.0,1.0,1.0,1.0
