pair_id,hit@1_designed,hit@3_designed,hit@5_designed,hit@10_designed,identified_gaps,jd_title,gap_to_canonical_top1,gap_search_queries,gap_count,truth_count,hit@1_baseline,hit@3_baseline,hit@5_baseline,hit@10_baseline,delta_hit@1,delta_hit@3,delta_hit@5,delta_hit@10,best_rel_rank,relevant_in_top10,rr,canon_scores,canon_score_mean,canon_score_min,canon_score_max,query_text,q_related_count,q_context_count,q_role_count,q_len,domains,canon_bin
125,0,0,1,1,secure coding practices; encryption standards,Mobile Developer (Flutter),secure coding practices -> 848414606213be5b:Secure Software Development Lifecycle (1.0000); encryption standards -> 4fd034811c0b16b8:Mobile Application Development (0.9888),"secure coding practices -> secure coding practices ; context capability to apply secure coding practices in practical job tasks with correct tools, standards, and outcomes ; role Mobile Developer (Flutter) ; Mobile Application Developer Flutter Dart secure coding RESTful APIs Git CI/CD Firebase; encryption standards -> encryption standards ; context capability to apply encryption standards in practical job tasks with correct tools, standards, and outcomes ; role Mobile Developer (Flutter) ; Mobile Application Developer Flutter Dart secure coding RESTful APIs Git CI/CD Firebase",2,2,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,4.0,2.0,0.25,"[1.0, 0.9888]",0.9944,0.9888,1.0,"secure coding practices -> secure coding practices ; context capability to apply secure coding practices in practical job tasks with correct tools, standards, and outcomes ; role Mobile Developer (Flutter) ; Mobile Application Developer Flutter Dart secure coding RESTful APIs Git CI/CD Firebase; encryption standards -> encryption standards ; context capability to apply encryption standards in practical job tasks with correct tools, standards, and outcomes ; role Mobile Developer (Flutter) ; Mobile Application Developer Flutter Dart secure coding RESTful APIs Git CI/CD Firebase",0,2,2,583,['other'],>=0.92
136,0,0,0,0,English communication skills (average level),Nhân Viên Bán Hàng Trang Trí Nội Thất,English communication skills (average level) -> a81a2f7a070ca2eb:Applying sales skills in practical communication (1.0000),"English communication skills (average level) -> English communication skills (average level) ; context capability to apply english communication skills (average level) in practical job tasks with correct tools, standards, and outcomes ; role Nhân Viên Bán Hàng Trang Trí Nội Thất ; Advisor sales customer care phone calls social media in-store visits tracking shipments feedback/complaints",1,3,0.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,999.0,0.0,,[1.0],1.0,1.0,1.0,"English communication skills (average level) -> English communication skills (average level) ; context capability to apply english communication skills (average level) in practical job tasks with correct tools, standards, and outcomes ; role Nhân Viên Bán Hàng Trang Trí Nội Thất ; Advisor sales customer care phone calls social media in-store visits tracking shipments feedback/complaints",0,1,1,389,['english_communication'],>=0.92
142,0,0,0,0,Data Analysis for Facebook Ad Campaigns,Nhân Viên Nuôi Tài Khoản Facebook Ads,Data Analysis for Facebook Ad Campaigns -> 33c76e0d14e7d564:Data Analysis Tools (0.9547),"Data Analysis for Facebook Ad Campaigns -> Data Analysis for Facebook Ad Campaigns ; related data engineering and database systems ; related artificial intelligence and machine learning ; context capability to apply data analysis for facebook ad campaigns in practical job tasks with correct tools, standards, and outcomes ; role Nhân Viên Nuôi Tài Khoản Facebook Ads ; Facebook Ads Account Manager Marketing Advertising B2B",1,2,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,-1.0,999.0,0.0,,[0.9547],0.9547,0.9547,0.9547,"Data Analysis for Facebook Ad Campaigns -> Data Analysis for Facebook Ad Campaigns ; related data engineering and database systems ; related artificial intelligence and machine learning ; context capability to apply data analysis for facebook ad campaigns in practical job tasks with correct tools, standards, and outcomes ; role Nhân Viên Nuôi Tài Khoản Facebook Ads ; Facebook Ads Account Manager Marketing Advertising B2B",2,1,1,424,"['software_data_ai', 'sales_marketing']",>=0.92
149,0,1,1,1,Sketch; component; usability; accessibility; responsive design,Chuyên Viên Thiết Kế UX/UI (Lĩnh Vực Thời Trang Thể Thao Kamito),Sketch -> 1ca5deb77ac9c32f:Design Thinking (0.8757); component -> edc92882a411041f:Responsive Web Design (0.9536); usability -> edc92882a411041f:Responsive Web Design (0.9365); accessibility -> edc92882a411041f:Responsive Web Design (0.9615); responsive design -> edc92882a411041f:Responsive Web Design (1.0000),"Sketch -> Sketch ; context capability to apply sketch in practical job tasks with correct tools, standards, and outcomes ; role Chuyên Viên Thiết Kế UX/UI (Lĩnh Vực Thời Trang Thể Thao Kamito) ; UI/UX Design User Experience Research Wireframe Prototype Responsive Design; component -> component ; context capability to apply component in practical job tasks with correct tools, standards, and outcomes ; role Chuyên Viên Thiết Kế UX/UI (Lĩnh Vực Thời Trang Thể Thao Kamito) ; UI/UX Design User Experience Research Wireframe Prototype Responsive Design; usability -> usability ; context capability to apply usability in practical job tasks with correct tools, standards, and outcomes ; role Chuyên Viên Thiết Kế UX/UI (Lĩnh Vực Thời Trang Thể Thao Kamito) ; UI/UX Design User Experience Research Wireframe Prototype Responsive Design; accessibility -> accessibility ; context capability to apply accessibility in practical job tasks with correct tools, standards, and outcomes ; role Chuyên Viên Thiết Kế UX/UI (Lĩnh Vực Thời Trang Thể Thao Kamito) ; UI/UX Design User Experience Research Wireframe Prototype Responsive Design; responsive design -> responsive design ; context capability to apply responsive design in practical job tasks with correct tools, standards, and outcomes ; role Chuyên Viên Thiết Kế UX/UI (Lĩnh Vực Thời Trang Thể Thao Kamito) ; UI/UX Design User Experience Research Wireframe Prototype Responsive Design",5,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.5,"[0.8757, 0.9536, 0.9365, 0.9615, 1.0]",0.94546,0.8757,1.0,"Sketch -> Sketch ; context capability to apply sketch in practical job tasks with correct tools, standards, and outcomes ; role Chuyên Viên Thiết Kế UX/UI (Lĩnh Vực Thời Trang Thể Thao Kamito) ; UI/UX Design User Experience Research Wireframe Prototype Responsive Design; component -> component ; context capability to apply component in practical job tasks with correct tools, standards, and outcomes ; role Chuyên Viên Thiết Kế UX/UI (Lĩnh Vực Thời Trang Thể Thao Kamito) ; UI/UX Design User Experience Research Wireframe Prototype Responsive Design; usability -> usability ; context capability to apply usability in practical job tasks with correct tools, standards, and outcomes ; role Chuyên Viên Thiết Kế UX/UI (Lĩnh Vực Thời Trang Thể Thao Kamito) ; UI/UX Design User Experience Research Wireframe Prototype Responsive Design; accessibility -> accessibility ; context capability to apply accessibility in practical job tasks with correct tools, standards, and outcomes ; role Chuyên Viên Thiết Kế UX/UI (Lĩnh Vực Thời Trang Thể Thao Kamito) ; UI/UX Design User Experience Research Wireframe Prototype Responsive Design; responsive design -> responsive design ; context capability to apply responsive design in practical job tasks with correct tools, standards, and outcomes ; role Chuyên Viên Thiết Kế UX/UI (Lĩnh Vực Thời Trang Thể Thao Kamito) ; UI/UX Design User Experience Research Wireframe Prototype Responsive Design",0,5,5,1430,['ops_project_quality'],>=0.92
152,1,1,1,1,Corporate banking credit operations; Knowledge of CBRC rules; Commercial banking laws (MGA),Chuyên Viên Quan Hệ Khách Hàng Doanh Nghiệp - TP.HCM (Phỏng Vấn Trước Tết - Nhận Việc Sau Tết),Corporate banking credit operations -> bed622c72ddf016b:Banking Operations (0.9339); Knowledge of CBRC rules -> 9c6cda3ffab53231:International Banking Procedures (0.9339); Commercial banking laws (MGA) -> fcf035ac6e382ee8:Banking Operations Legal Framework (0.9400),"Corporate banking credit operations -> Corporate banking credit operations ; context capability to apply corporate banking credit operations in practical job tasks with correct tools, standards, and outcomes ; role Chuyên Viên Quan Hệ Khách Hàng Doanh Nghiệp - TP.HCM (Phỏng Vấn Trước Tết - Nhận Việc Sau Tết) ; Corporate Client Relationship Management Finance & Banking B2C Direct Sales credit application procedures banking credit operations; Knowledge of CBRC rules -> Knowledge of CBRC rules ; context capability to apply knowledge of cbrc rules in practical job tasks with correct tools, standards, and outcomes ; role Chuyên Viên Quan Hệ Khách Hàng Doanh Nghiệp - TP.HCM (Phỏng Vấn Trước Tết - Nhận Việc Sau Tết) ; Corporate Client Relationship Management Finance & Banking B2C Direct Sales credit application procedures banking credit operations; Commercial banking laws (MGA) -> Commercial banking laws (MGA) ; related cloud infrastructure and deployment ; context capability to apply commercial banking laws (mga) in practical job tasks with correct tools, standards, and outcomes ; role Chuyên Viên Quan Hệ Khách Hàng Doanh Nghiệp - TP.HCM (Phỏng Vấn Trước Tết - Nhận Việc Sau Tết) ; Corporate Client Relationship Management Finance & Banking B2C Direct Sales credit application procedures banking credit operations",3,3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,"[0.9339, 0.9339, 0.94]",0.9359333333333333,0.9339,0.94,"Corporate banking credit operations -> Corporate banking credit operations ; context capability to apply corporate banking credit operations in practical job tasks with correct tools, standards, and outcomes ; role Chuyên Viên Quan Hệ Khách Hàng Doanh Nghiệp - TP.HCM (Phỏng Vấn Trước Tết - Nhận Việc Sau Tết) ; Corporate Client Relationship Management Finance & Banking B2C Direct Sales credit application procedures banking credit operations; Knowledge of CBRC rules -> Knowledge of CBRC rules ; context capability to apply knowledge of cbrc rules in practical job tasks with correct tools, standards, and outcomes ; role Chuyên Viên Quan Hệ Khách Hàng Doanh Nghiệp - TP.HCM (Phỏng Vấn Trước Tết - Nhận Việc Sau Tết) ; Corporate Client Relationship Management Finance & Banking B2C Direct Sales credit application procedures banking credit operations; Commercial banking laws (MGA) -> Commercial banking laws (MGA) ; related cloud infrastructure and deployment ; context capability to apply commercial banking laws (mga) in practical job tasks with correct tools, standards, and outcomes ; role Chuyên Viên Quan Hệ Khách Hàng Doanh Nghiệp - TP.HCM (Phỏng Vấn Trước Tết - Nhận Việc Sau Tết) ; Corporate Client Relationship Management Finance & Banking B2C Direct Sales credit application procedures banking credit operations",1,3,3,1325,"['cloud_devops', 'finance_risk']",>=0.92
153,0,0,1,1,accessibility; security-by-design principles; Fluent in English (written and oral),UX/UI Designer,accessibility -> edc92882a411041f:Responsive Web Design (0.8952); security-by-design principles -> 0bcc7664f42fa9b3:Cloud Security Design Patterns (0.9448); Fluent in English (written and oral) -> 16304e36d848eb58:Effective written and oral communication (1.0000),"accessibility -> accessibility ; context capability to apply accessibility in practical job tasks with correct tools, standards, and outcomes ; role UX/UI Designer ; UX/UI Designer premium web applications mobile applications user interfaces secure design usability testing component libraries design systems; security-by-design principles -> security-by-design principles ; context capability to apply security-by-design principles in practical job tasks with correct tools, standards, and outcomes ; role UX/UI Designer ; UX/UI Designer premium web applications mobile applications user interfaces secure design usability testing component libraries design systems; Fluent in English (written and oral) -> Fluent in English (written and oral) ; context capability to apply fluent in english (written and oral) in practical job tasks with correct tools, standards, and outcomes ; role UX/UI Designer ; UX/UI Designer premium web applications mobile applications user interfaces secure design usability testing component libraries design systems",3,4,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,5.0,1.0,0.2,"[0.8952, 0.9448, 1.0]",0.9466666666666667,0.8952,1.0,"accessibility -> accessibility ; context capability to apply accessibility in practical job tasks with correct tools, standards, and outcomes ; role UX/UI Designer ; UX/UI Designer premium web applications mobile applications user interfaces secure design usability testing component libraries design systems; security-by-design principles -> security-by-design principles ; context capability to apply security-by-design principles in practical job tasks with correct tools, standards, and outcomes ; role UX/UI Designer ; UX/UI Designer premium web applications mobile applications user interfaces secure design usability testing component libraries design systems; Fluent in English (written and oral) -> Fluent in English (written and oral) ; context capability to apply fluent in english (written and oral) in practical job tasks with correct tools, standards, and outcomes ; role UX/UI Designer ; UX/UI Designer premium web applications mobile applications user interfaces secure design usability testing component libraries design systems",0,3,3,1045,"['english_communication', 'ops_project_quality']",>=0.92
155,0,0,0,0,E-learning product knowledge; English proficiency (IELTS 5.5 or equivalent),"Nhân Viên Tư Vấn Tuyển Sinh/ Telesale/ Sale Giáo Dục (NỮ, 23 - 31 Tuổi), Thu Nhập 18 - 30 Triệu++ Tại Hồ Chí Minh",E-learning product knowledge -> c86e672074813527:Application of E-commerce Knowledge (0.9524); English proficiency (IELTS 5.5 or equivalent) -> 31b1877e92748b4a:Legal English Proficiency (0.9496),"E-learning product knowledge -> E-learning product knowledge ; context capability to apply e-learning product knowledge in practical job tasks with correct tools, standards, and outcomes ; role Nhân Viên Tư Vấn Tuyển Sinh/ Telesale/ Sale Giáo Dục (NỮ, 23 - 31 Tuổi), Thu Nhập 18 - 30 Triệu++ Tại Hồ Chí Minh ; Education Consultant/Sales Representative female age-23-to-31 telesales-experience situation-handling e-learning-product-knowledge; English proficiency (IELTS 5.5 or equivalent) -> English proficiency (IELTS 5.5 or equivalent) ; context capability to apply english proficiency (ielts 5.5 or equivalent) in practical job tasks with correct tools, standards, and outcomes ; role Nhân Viên Tư Vấn Tuyển Sinh/ Telesale/ Sale Giáo Dục (NỮ, 23 - 31 Tuổi), Thu Nhập 18 - 30 Triệu++ Tại Hồ Chí Minh ; Education Consultant/Sales Representative female age-23-to-31 telesales-experience situation-handling e-learning-product-knowledge",2,2,0.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,999.0,0.0,,"[0.9524, 0.9496]",0.9510000000000001,0.9496,0.9524,"E-learning product knowledge -> E-learning product knowledge ; context capability to apply e-learning product knowledge in practical job tasks with correct tools, standards, and outcomes ; role Nhân Viên Tư Vấn Tuyển Sinh/ Telesale/ Sale Giáo Dục (NỮ, 23 - 31 Tuổi), Thu Nhập 18 - 30 Triệu++ Tại Hồ Chí Minh ; Education Consultant/Sales Representative female age-23-to-31 telesales-experience situation-handling e-learning-product-knowledge; English proficiency (IELTS 5.5 or equivalent) -> English proficiency (IELTS 5.5 or equivalent) ; context capability to apply english proficiency (ielts 5.5 or equivalent) in practical job tasks with correct tools, standards, and outcomes ; role Nhân Viên Tư Vấn Tuyển Sinh/ Telesale/ Sale Giáo Dục (NỮ, 23 - 31 Tuổi), Thu Nhập 18 - 30 Triệu++ Tại Hồ Chí Minh ; Education Consultant/Sales Representative female age-23-to-31 telesales-experience situation-handling e-learning-product-knowledge",0,2,2,933,['english_communication'],>=0.92
156,0,1,1,1,Financial Analysis,Kế Toán Tổng Hợp,Financial Analysis -> 9e239a146216a2c5:Financial Reporting Systems (0.9773),"Financial Analysis -> Financial Analysis ; context capability to apply financial analysis in practical job tasks with correct tools, standards, and outcomes ; role Kế Toán Tổng Hợp ; Consolidated Accountant financial reporting taxation accounting systems general ledger receivables management",1,2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,[0.9773],0.9773,0.9773,0.9773,"Financial Analysis -> Financial Analysis ; context capability to apply financial analysis in practical job tasks with correct tools, standards, and outcomes ; role Kế Toán Tổng Hợp ; Consolidated Accountant financial reporting taxation accounting systems general ledger receivables management",0,1,1,292,"['software_data_ai', 'finance_risk']",>=0.92
168,1,1,1,1,JavaScript; C#; Playwright,Automation Test Lead (QA QC/ Tester),JavaScript -> bee590cd707e7172:JavaScript Programming (1.0000); C# -> a19c6dd054f93a53:Software Testing (0.9143); Playwright -> a19c6dd054f93a53:Software Testing (0.9701),"JavaScript -> JavaScript ; related software engineering and programming ; context capability to apply javascript in practical job tasks with correct tools, standards, and outcomes ; role Automation Test Lead (QA QC/ Tester) ; Automation Test Lead QA/QC Tester Endava Vietnam testing automation testing Agile software quality; C# -> C# ; context capability to apply c# in practical job tasks with correct tools, standards, and outcomes ; role Automation Test Lead (QA QC/ Tester) ; Automation Test Lead QA/QC Tester Endava Vietnam testing automation testing Agile software quality; Playwright -> Playwright ; context capability to apply playwright in practical job tasks with correct tools, standards, and outcomes ; role Automation Test Lead (QA QC/ Tester) ; Automation Test Lead QA/QC Tester Endava Vietnam testing automation testing Agile software quality",3,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,"[1.0, 0.9143, 0.9701]",0.9614666666666666,0.9143,1.0,"JavaScript -> JavaScript ; related software engineering and programming ; context capability to apply javascript in practical job tasks with correct tools, standards, and outcomes ; role Automation Test Lead (QA QC/ Tester) ; Automation Test Lead QA/QC Tester Endava Vietnam testing automation testing Agile software quality; C# -> C# ; context capability to apply c# in practical job tasks with correct tools, standards, and outcomes ; role Automation Test Lead (QA QC/ Tester) ; Automation Test Lead QA/QC Tester Endava Vietnam testing automation testing Agile software quality; Playwright -> Playwright ; context capability to apply playwright in practical job tasks with correct tools, standards, and outcomes ; role Automation Test Lead (QA QC/ Tester) ; Automation Test Lead QA/QC Tester Endava Vietnam testing automation testing Agile software quality",1,3,3,858,['other'],>=0.92
170,1,1,1,1,Legal consultation; Urban planning knowledge; Feng shui consultation; Real estate investment analysis,Nhân Viên Kinh Doanh Dự Án Bất Động Sản Toàn Quốc (Không Yêu Cầu Kinh Nghiệm),Legal consultation -> 38803279f9545a90:Specialized Legal Consultation Skills (0.9700); Urban planning knowledge -> b06473ee3f2dc124:Planning skills for real estate management (0.9056); Feng shui consultation -> 3afc862807d873c3:Adaptability to real estate management situations (0.7920); Real estate investment analysis -> 4cea2bcf5bd6b1c0:Real Estate Investment Theories (0.9692),"Legal consultation -> Legal consultation ; context capability to apply legal consultation in practical job tasks with correct tools, standards, and outcomes ; role Nhân Viên Kinh Doanh Dự Án Bất Động Sản Toàn Quốc (Không Yêu Cầu Kinh Nghiệm) ; real estate sales property marketing Vietnamese developers Vingroup Sun Group MIK legal consultation network building; Urban planning knowledge -> Urban planning knowledge ; context capability to apply urban planning knowledge in practical job tasks with correct tools, standards, and outcomes ; role Nhân Viên Kinh Doanh Dự Án Bất Động Sản Toàn Quốc (Không Yêu Cầu Kinh Nghiệm) ; real estate sales property marketing Vietnamese developers Vingroup Sun Group MIK legal consultation network building; Feng shui consultation -> Feng shui consultation ; context capability to apply feng shui consultation in practical job tasks with correct tools, standards, and outcomes ; role Nhân Viên Kinh Doanh Dự Án Bất Động Sản Toàn Quốc (Không Yêu Cầu Kinh Nghiệm) ; real estate sales property marketing Vietnamese developers Vingroup Sun Group MIK legal consultation network building; Real estate investment analysis -> Real estate investment analysis ; context capability to apply real estate investment analysis in practical job tasks with correct tools, standards, and outcomes ; role Nhân Viên Kinh Doanh Dự Án Bất Động Sản Toàn Quốc (Không Yêu Cầu Kinh Nghiệm) ; real estate sales property marketing Vietnamese developers Vingroup Sun Group MIK legal consultation network building",4,4,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,"[0.97, 0.9056, 0.792, 0.9692]",0.9092,0.792,0.97,"Legal consultation -> Legal consultation ; context capability to apply legal consultation in practical job tasks with correct tools, standards, and outcomes ; role Nhân Viên Kinh Doanh Dự Án Bất Động Sản Toàn Quốc (Không Yêu Cầu Kinh Nghiệm) ; real estate sales property marketing Vietnamese developers Vingroup Sun Group MIK legal consultation network building; Urban planning knowledge -> Urban planning knowledge ; context capability to apply urban planning knowledge in practical job tasks with correct tools, standards, and outcomes ; role Nhân Viên Kinh Doanh Dự Án Bất Động Sản Toàn Quốc (Không Yêu Cầu Kinh Nghiệm) ; real estate sales property marketing Vietnamese developers Vingroup Sun Group MIK legal consultation network building; Feng shui consultation -> Feng shui consultation ; context capability to apply feng shui consultation in practical job tasks with correct tools, standards, and outcomes ; role Nhân Viên Kinh Doanh Dự Án Bất Động Sản Toàn Quốc (Không Yêu Cầu Kinh Nghiệm) ; real estate sales property marketing Vietnamese developers Vingroup Sun Group MIK legal consultation network building; Real estate investment analysis -> Real estate investment analysis ; context capability to apply real estate investment analysis in practical job tasks with correct tools, standards, and outcomes ; role Nhân Viên Kinh Doanh Dự Án Bất Động Sản Toàn Quốc (Không Yêu Cầu Kinh Nghiệm) ; real estate sales property marketing Vietnamese developers Vingroup Sun Group MIK legal consultation network building",0,4,4,1519,['software_data_ai'],0.85-0.92
171,0,0,0,0,credit operations; risk management; appraisal; valuation,Quản Lý Khách Hàng Cá Nhân (RM/SRM) - Thu Nhập Up To 30 Triệu/Tháng,credit operations -> d5cb99a045b2a05b:Credit Activities (0.9986); risk management -> b10590eaf9473450:Risk Management Application (0.8622); appraisal -> 310348cd2ca04b15:CRM analysis (0.7000); valuation -> 677f5ce272df26c3:Practical Application of Business Valuation Methods (0.9504),"credit operations -> credit operations ; context capability to apply credit operations in practical job tasks with correct tools, standards, and outcomes ; role Quản Lý Khách Hàng Cá Nhân (RM/SRM) - Thu Nhập Up To 30 Triệu/Tháng ; financial advisory banking finance sales customer service credit cards loans foreign exchange; risk management -> risk management ; context capability to apply risk management in practical job tasks with correct tools, standards, and outcomes ; role Quản Lý Khách Hàng Cá Nhân (RM/SRM) - Thu Nhập Up To 30 Triệu/Tháng ; financial advisory banking finance sales customer service credit cards loans foreign exchange; appraisal -> appraisal ; related artificial intelligence and machine learning ; context capability to apply appraisal in practical job tasks with correct tools, standards, and outcomes ; role Quản Lý Khách Hàng Cá Nhân (RM/SRM) - Thu Nhập Up To 30 Triệu/Tháng ; financial advisory banking finance sales customer service credit cards loans foreign exchange; valuation -> valuation ; context capability to apply valuation in practical job tasks with correct tools, standards, and outcomes ; role Quản Lý Khách Hàng Cá Nhân (RM/SRM) - Thu Nhập Up To 30 Triệu/Tháng ; financial advisory banking finance sales customer service credit cards loans foreign exchange",4,2,0.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,999.0,0.0,,"[0.9986, 0.8622, 0.7, 0.9504]",0.8778,0.7,0.9986,"credit operations -> credit operations ; context capability to apply credit operations in practical job tasks with correct tools, standards, and outcomes ; role Quản Lý Khách Hàng Cá Nhân (RM/SRM) - Thu Nhập Up To 30 Triệu/Tháng ; financial advisory banking finance sales customer service credit cards loans foreign exchange; risk management -> risk management ; context capability to apply risk management in practical job tasks with correct tools, standards, and outcomes ; role Quản Lý Khách Hàng Cá Nhân (RM/SRM) - Thu Nhập Up To 30 Triệu/Tháng ; financial advisory banking finance sales customer service credit cards loans foreign exchange; appraisal -> appraisal ; related artificial intelligence and machine learning ; context capability to apply appraisal in practical job tasks with correct tools, standards, and outcomes ; role Quản Lý Khách Hàng Cá Nhân (RM/SRM) - Thu Nhập Up To 30 Triệu/Tháng ; financial advisory banking finance sales customer service credit cards loans foreign exchange; valuation -> valuation ; context capability to apply valuation in practical job tasks with correct tools, standards, and outcomes ; role Quản Lý Khách Hàng Cá Nhân (RM/SRM) - Thu Nhập Up To 30 Triệu/Tháng ; financial advisory banking finance sales customer service credit cards loans foreign exchange",1,4,4,1303,"['software_data_ai', 'finance_risk']",0.85-0.92
177,1,1,1,1,contracts negotiation; product promotion,Chuyên Viên Cao Cấp Phát Triển Kinh Doanh Bảo Hiểm,contracts negotiation -> 877cfa501371fa38:Negotiation skills for contracts (1.0000); product promotion -> d601809980a1dd29:Trade Sales Promotion Tools (0.9820),"contracts negotiation -> contracts negotiation ; related software engineering and programming ; context capability to apply contracts negotiation in practical job tasks with correct tools, standards, and outcomes ; role Chuyên Viên Cao Cấp Phát Triển Kinh Doanh Bảo Hiểm ; bancassurance insurance sales contracts negotiation product promotion training sessions cross-selling models KPIs incentives; product promotion -> product promotion ; context capability to apply product promotion in practical job tasks with correct tools, standards, and outcomes ; role Chuyên Viên Cao Cấp Phát Triển Kinh Doanh Bảo Hiểm ; bancassurance insurance sales contracts negotiation product promotion training sessions cross-selling models KPIs incentives",2,2,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,"[1.0, 0.982]",0.991,0.982,1.0,"contracts negotiation -> contracts negotiation ; related software engineering and programming ; context capability to apply contracts negotiation in practical job tasks with correct tools, standards, and outcomes ; role Chuyên Viên Cao Cấp Phát Triển Kinh Doanh Bảo Hiểm ; bancassurance insurance sales contracts negotiation product promotion training sessions cross-selling models KPIs incentives; product promotion -> product promotion ; context capability to apply product promotion in practical job tasks with correct tools, standards, and outcomes ; role Chuyên Viên Cao Cấp Phát Triển Kinh Doanh Bảo Hiểm ; bancassurance insurance sales contracts negotiation product promotion training sessions cross-selling models KPIs incentives",1,2,2,737,['other'],>=0.92
180,0,1,1,1,MongoDB; Kubernetes; GO,"Back End Developer (Java, MySQL, Spring)",MongoDB -> cb62eba40b93615e:Designing applications with MongoDB (0.9364); Kubernetes -> ca6980df86daa02e:Mastering web application technologies (0.7000); GO -> ce877ea042597d23:Explaining front-end and back-end programming (0.9955),"MongoDB -> MongoDB ; related nosql document database ; related data engineering and database systems ; related software engineering and programming ; context capability to apply mongodb in practical job tasks with correct tools, standards, and outcomes ; role Back End Developer (Java, MySQL, Spring) ; backend developer Java MySQL Spring Spring Boot REST API Git Jira; Kubernetes -> Kubernetes ; related container orchestration and scaling ; related cloud infrastructure and deployment ; context capability to apply kubernetes in practical job tasks with correct tools, standards, and outcomes ; role Back End Developer (Java, MySQL, Spring) ; backend developer Java MySQL Spring Spring Boot REST API Git Jira; GO -> GO ; related software engineering and programming ; context capability to apply go in practical job tasks with correct tools, standards, and outcomes ; role Back End Developer (Java, MySQL, Spring) ; backend developer Java MySQL Spring Spring Boot REST API Git Jira",3,2,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,3.0,2.0,0.3333333333333333,"[0.9364, 0.7, 0.9955]",0.8773,0.7,0.9955,"MongoDB -> MongoDB ; related nosql document database ; related data engineering and database systems ; related software engineering and programming ; context capability to apply mongodb in practical job tasks with correct tools, standards, and outcomes ; role Back End Developer (Java, MySQL, Spring) ; backend developer Java MySQL Spring Spring Boot REST API Git Jira; Kubernetes -> Kubernetes ; related container orchestration and scaling ; related cloud infrastructure and deployment ; context capability to apply kubernetes in practical job tasks with correct tools, standards, and outcomes ; role Back End Developer (Java, MySQL, Spring) ; backend developer Java MySQL Spring Spring Boot REST API Git Jira; GO -> GO ; related software engineering and programming ; context capability to apply go in practical job tasks with correct tools, standards, and outcomes ; role Back End Developer (Java, MySQL, Spring) ; backend developer Java MySQL Spring Spring Boot REST API Git Jira",6,3,3,983,['cloud_devops'],0.85-0.92
181,1,1,1,1,Logistics; Fulfillment services,Sales Logistics (Không Yêu Cầu Kinh Nghiệm - Đào Tạo Bài Bản - Tuyển Toàn Quốc),Logistics -> 459e6de803b335ce:Understanding logistics management tasks (0.9910); Fulfillment services -> d2c7121b7bbbc5fe:Building feasible solutions and implementing e-logistics activities at enterprises (0.7000),"Logistics -> Logistics ; context capability to apply logistics in practical job tasks with correct tools, standards, and outcomes ; role Sales Logistics (Không Yêu Cầu Kinh Nghiệm - Đào Tạo Bài Bản - Tuyển Toàn Quốc) ; sales logistics negotiation customer relationship management fulfillment services delivery solutions; Fulfillment services -> Fulfillment services ; related artificial intelligence and machine learning ; context capability to apply fulfillment services in practical job tasks with correct tools, standards, and outcomes ; role Sales Logistics (Không Yêu Cầu Kinh Nghiệm - Đào Tạo Bài Bản - Tuyển Toàn Quốc) ; sales logistics negotiation customer relationship management fulfillment services delivery solutions",2,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,"[0.991, 0.7]",0.8454999999999999,0.7,0.991,"Logistics -> Logistics ; context capability to apply logistics in practical job tasks with correct tools, standards, and outcomes ; role Sales Logistics (Không Yêu Cầu Kinh Nghiệm - Đào Tạo Bài Bản - Tuyển Toàn Quốc) ; sales logistics negotiation customer relationship management fulfillment services delivery solutions; Fulfillment services -> Fulfillment services ; related artificial intelligence and machine learning ; context capability to apply fulfillment services in practical job tasks with correct tools, standards, and outcomes ; role Sales Logistics (Không Yêu Cầu Kinh Nghiệm - Đào Tạo Bài Bản - Tuyển Toàn Quốc) ; sales logistics negotiation customer relationship management fulfillment services delivery solutions",1,2,2,728,['software_data_ai'],0.75-0.85
